"","Pays","Sexe","Age","Taille"
"2029","Belarus","Girls",7.8,127.3
"2030","Belarus","Girls",12.1,145.5
"2031","Belarus","Girls",8.2,128.7
"2032","Belarus","Girls",5.8,119.7
"2033","Belarus","Girls",12.8,161.2
"2034","Belarus","Girls",5.9,116.2
"2035","Belarus","Girls",8.5,134
"2036","Belarus","Girls",12.3,155.5
"2037","Belarus","Girls",16.2,155.1
"2038","Belarus","Girls",6.4,116.5
"2039","Belarus","Girls",16.4,164.9
"2040","Belarus","Girls",18.5,164.9
"2041","Belarus","Girls",13.2,158.3
"2042","Belarus","Girls",12.7,160.3
"2043","Belarus","Girls",9.9,139.9
"2044","Belarus","Girls",12,153.1
"2045","Belarus","Girls",15.6,168.1
"2046","Belarus","Girls",17.8,166.6
"2047","Belarus","Girls",15.9,164.4
"2048","Belarus","Girls",15.1,160.4
"2049","Belarus","Girls",12,154.1
"2050","Belarus","Girls",7.7,131
"2051","Belarus","Girls",5.3,114.4
"2052","Belarus","Girls",7.3,126.5
"2053","Belarus","Girls",8,133.4
"2054","Belarus","Girls",14.4,169.4
"2055","Belarus","Girls",17.6,165.6
"2056","Belarus","Girls",7.7,130.3
"2057","Belarus","Girls",7.9,130
"2058","Belarus","Girls",8.4,133.8
"2059","Belarus","Girls",10.1,145.8
"2060","Belarus","Girls",5.2,118.1
"2061","Belarus","Girls",14.5,165.7
"2062","Belarus","Girls",6.6,123
"2063","Belarus","Girls",5.9,120.3
"2064","Belarus","Girls",7.8,126.3
"2065","Belarus","Girls",14.7,160.2
"2066","Belarus","Girls",12,150.9
"2067","Belarus","Girls",13.2,161.2
"2068","Belarus","Girls",15.8,163
"2069","Belarus","Girls",18.3,166.3
"2070","Belarus","Girls",18.3,167.4
"2071","Belarus","Girls",14.3,159.4
"2072","Belarus","Girls",12.1,154.4
"2073","Belarus","Girls",6.1,119.8
"2074","Belarus","Girls",5.8,116.5
"2075","Belarus","Girls",9.4,139.3
"2076","Belarus","Girls",6.3,121.3
"2077","Belarus","Girls",16.4,162.9
"2078","Belarus","Girls",6.4,122
"2079","Belarus","Girls",8.6,132.5
"2080","Belarus","Girls",6.6,120.1
"2081","Belarus","Girls",7.9,133.9
"2082","Belarus","Girls",8.2,131.1
"2083","Belarus","Girls",15.8,163.1
"2084","Belarus","Girls",13,158.8
"2085","Belarus","Girls",13.2,159.3
"2086","Belarus","Girls",6.2,119.8
"2087","Belarus","Girls",12.8,161.2
"2088","Belarus","Girls",11.8,153.3
"2089","Belarus","Girls",7.9,128.7
"2090","Belarus","Girls",17.9,167.3
"2091","Belarus","Girls",5.7,114.5
"2092","Belarus","Girls",15.2,163.4
"2093","Belarus","Girls",12.9,158.7
"2094","Belarus","Girls",13.2,156.2
"2095","Belarus","Girls",6.1,119.9
"2096","Belarus","Girls",6.5,122.9
"2097","Belarus","Girls",6.2,120.5
"2098","Belarus","Girls",17.3,159.4
"2099","Belarus","Girls",6,118.6
"2100","Belarus","Girls",5.2,114.8
"2101","Belarus","Girls",5.2,112.5
"2102","Belarus","Girls",15.3,165.2
"2103","Belarus","Girls",9.3,137.5
"2104","Belarus","Girls",15.7,164
"2105","Belarus","Girls",9.5,143.1
"2106","Belarus","Girls",6.3,127.1
"2107","Belarus","Girls",8.6,131.6
"2108","Belarus","Girls",12.8,156.2
"2109","Belarus","Girls",11,146.8
"2110","Belarus","Girls",13.1,160.6
"2111","Belarus","Girls",11.6,148.7
"2112","Belarus","Girls",15.4,160
"2113","Belarus","Girls",15.4,157.2
"2114","Belarus","Girls",18.7,164.7
"2115","Belarus","Girls",13,161.7
"2116","Belarus","Girls",12.9,156.8
"2117","Belarus","Girls",15,161.2
"2118","Belarus","Girls",9.8,139.8
"2119","Belarus","Girls",8.7,128.3
"2120","Belarus","Girls",7.4,127.6
"2121","Belarus","Girls",17,160.8
"2122","Belarus","Girls",15.3,164.6
"2123","Belarus","Girls",7.1,124.2
"2124","Belarus","Girls",16.6,167.5
"2125","Belarus","Girls",15.1,158.8
"2126","Belarus","Girls",16.5,162.8
"2127","Belarus","Girls",9.8,145.9
"2128","Belarus","Girls",6,119.8
"2129","Belarus","Girls",14.8,166.1
"2130","Belarus","Girls",16.7,166.1
"2131","Belarus","Girls",9.2,134.6
"2132","Belarus","Girls",12.8,158.3
"2133","Belarus","Girls",11.6,147.7
"2134","Belarus","Girls",8.1,132.8
"2135","Belarus","Girls",5.6,116.7
"2136","Belarus","Girls",17.2,160.3
"2137","Belarus","Girls",16.5,161.5
"2138","Belarus","Girls",8.9,132.7
"2139","Belarus","Girls",9.5,138.2
"2140","Belarus","Girls",10.5,148
"2141","Belarus","Girls",6.5,123.5
"2142","Belarus","Girls",11.9,151.5
"2143","Belarus","Girls",14,156.3
"2144","Belarus","Girls",8,130.8
"2145","Belarus","Girls",13.8,160.1
"2146","Belarus","Girls",16.2,158.9
"2147","Belarus","Girls",5.5,117.8
"2148","Belarus","Girls",16.7,166.3
"2149","Belarus","Girls",17.2,155.6
"2150","Belarus","Girls",18.6,165.4
"2151","Belarus","Girls",7.3,125.7
"2152","Belarus","Girls",6.5,118.8
"2153","Belarus","Girls",6.3,121.9
"2154","Belarus","Girls",6.5,122.4
"2155","Belarus","Girls",9.5,133.7
"2156","Belarus","Girls",17.1,165.1
"2157","Belarus","Girls",10.4,147.4
"2158","Belarus","Girls",15.6,165.6
"2159","Belarus","Girls",6.8,122.8
"2160","Belarus","Girls",13.2,158.2
"2161","Belarus","Girls",16.2,170.3
"2162","Belarus","Girls",15,159.7
"2163","Belarus","Girls",14.6,158.7
"2164","Belarus","Girls",11.6,152.1
"2165","Belarus","Girls",6.3,122.6
"2166","Belarus","Girls",9.5,139.7
"2167","Belarus","Girls",5.2,113.9
"2168","Belarus","Girls",17.4,167.1
"2169","Belarus","Girls",6,123.6
"2170","Belarus","Girls",8.3,131.7
"2171","Belarus","Girls",5.2,116
"2172","Belarus","Girls",10.9,146.2
"2173","Belarus","Girls",10.7,149.2
"2174","Belarus","Girls",5.6,119.6
"2175","Belarus","Girls",11.3,150.7
"2176","Belarus","Girls",8.4,132.7
"2177","Belarus","Girls",14.5,163.8
"2178","Belarus","Girls",14.9,161.5
"2179","Belarus","Girls",13.4,160.3
"2180","Belarus","Girls",11,148.2
"2181","Belarus","Girls",12.4,157.2
"2182","Belarus","Girls",16.8,167.1
"2183","Belarus","Girls",5.5,113.1
"2184","Belarus","Girls",17.9,162.9
"2185","Belarus","Girls",17,162.8
"2186","Belarus","Girls",12.2,155.1
"2187","Belarus","Girls",16.9,163.7
"2188","Belarus","Girls",6.3,121.4
"2189","Belarus","Girls",10.4,146.4
"2190","Belarus","Girls",9.8,140.2
"2191","Belarus","Girls",7.7,129.8
"2192","Belarus","Girls",15.3,159.7
"2193","Belarus","Girls",15,164.2
"2194","Belarus","Girls",6.4,119.2
"2195","Belarus","Girls",6.3,118.4
"2196","Belarus","Girls",9.8,141.6
"2197","Belarus","Girls",7.8,128.4
"2198","Belarus","Girls",11.4,146.7
"2199","Belarus","Girls",5.8,123.1
"2200","Belarus","Girls",10.5,146.4
"2201","Belarus","Girls",10.2,141.3
"2202","Belarus","Girls",6.2,115.7
"2203","Belarus","Girls",10.6,148.5
"2204","Belarus","Girls",13.1,153.9
"2205","Belarus","Girls",16.1,159.7
"2206","Belarus","Girls",9.2,135.8
"2207","Belarus","Girls",10.4,141.9
"2208","Belarus","Girls",6.9,125.1
"2209","Belarus","Girls",9,133.4
"2210","Belarus","Girls",6.9,120.6
"2211","Belarus","Girls",7.8,130.3
"2212","Belarus","Girls",12.2,152.9
"2213","Belarus","Girls",9.1,137.5
"2214","Belarus","Girls",11.4,154.2
"2215","Belarus","Girls",5.2,118.7
"2216","Belarus","Girls",16.9,162.2
"2217","Belarus","Girls",9.2,142
"2218","Belarus","Girls",11.2,149.8
"2219","Belarus","Girls",14.1,163
"2220","Belarus","Girls",11.1,149.7
"2221","Belarus","Girls",10.4,148.3
"2222","Belarus","Girls",8.8,136.7
"2223","Belarus","Girls",8.9,135.7
"2224","Belarus","Girls",9.3,141.2
"2225","Belarus","Girls",12.5,159.4
"2226","Belarus","Girls",13.5,161.3
"2227","Belarus","Girls",10,146
"2228","Belarus","Girls",6.4,123.8
"2229","Belarus","Girls",9,138.4
"2230","Belarus","Girls",13.3,160.8
"2231","Belarus","Girls",11.8,151.1
"2232","Belarus","Girls",15.5,167
"2233","Belarus","Girls",11.7,157.6
"2234","Belarus","Girls",10.8,149
"2235","Belarus","Girls",17.5,156
"2236","Belarus","Girls",18.3,164.8
"2237","Belarus","Girls",7.1,125.9
"2238","Belarus","Girls",16.8,171.5
"2239","Belarus","Girls",18.4,164.8
"2240","Belarus","Girls",12.3,156.1
"2241","Belarus","Girls",10.7,142.2
"2242","Belarus","Girls",8.2,131.3
"2243","Belarus","Girls",15.6,159.7
"2244","Belarus","Girls",9.5,144.4
"2245","Belarus","Girls",16.5,166.8
"2246","Belarus","Girls",11,149.6
"2247","Belarus","Girls",9.8,141.9
"2248","Belarus","Girls",6.9,124
"2249","Belarus","Girls",15.4,164.8
"2250","Belarus","Girls",16.5,164.2
"2251","Belarus","Girls",16.8,167
"2252","Belarus","Girls",6.1,121.8
"2253","Belarus","Girls",17.1,165.5
"2254","Belarus","Girls",18.3,166.1
"2255","Belarus","Girls",10.7,148.8
"2256","Belarus","Girls",17.3,159.9
"2257","Belarus","Girls",17.7,164.3
"2258","Belarus","Girls",6.2,121.6
"2259","Belarus","Girls",15.7,160.8
"2260","Belarus","Girls",15.2,166.4
"2261","Belarus","Girls",10.3,145.5
"2262","Belarus","Girls",6.5,123.3
"2263","Belarus","Girls",9.7,141.5
"2264","Belarus","Girls",15.2,163.2
"2265","Belarus","Girls",17.6,163.3
"2266","Belarus","Girls",11.7,153.2
"2267","Belarus","Girls",8.7,128.1
"2268","Belarus","Girls",5.7,120.4
"2269","Belarus","Girls",8,130.7
"2270","Belarus","Girls",15.7,162.1
"2271","Belarus","Girls",15.2,162.4
"2272","Belarus","Girls",5.8,121.7
"2273","Belarus","Girls",16.2,163.2
"2274","Belarus","Girls",8.8,135.8
"2275","Belarus","Girls",7.1,123.5
"2276","Belarus","Girls",16.7,160.9
"2277","Belarus","Girls",14.5,157.2
"2278","Belarus","Girls",11,149.8
"2279","Belarus","Girls",16.7,162.2
"2280","Belarus","Girls",16.5,161.6
"2281","Belarus","Girls",5.7,119.9
"2282","Belarus","Girls",17.2,161.5
"2283","Belarus","Girls",7.3,129.8
"2284","Belarus","Girls",18,166
"2285","Belarus","Girls",17.6,166.1
"2286","Belarus","Girls",15.2,165.7
"2287","Belarus","Girls",9.6,137.6
"2288","Belarus","Girls",9.8,141.3
"2289","Belarus","Girls",15.1,163.4
"2290","Belarus","Girls",13,155.9
"2291","Belarus","Girls",11.3,148.2
"2292","Belarus","Girls",5.2,119.1
"2293","Belarus","Girls",13.6,162
"2294","Belarus","Girls",16.3,158.7
"2295","Belarus","Girls",5.2,112.1
"2296","Belarus","Girls",18.2,170.3
"2297","Belarus","Girls",9.4,139.9
"2298","Belarus","Girls",18.2,163.6
"2299","Belarus","Girls",6.9,124.7
"2300","Belarus","Girls",10.5,146.6
"2301","Belarus","Girls",11.3,150
"2302","Belarus","Girls",5.4,112.7
"2303","Belarus","Girls",12,156.6
"2304","Belarus","Girls",7.1,124.6
"2305","Belarus","Girls",8.8,134.5
"2306","Belarus","Girls",8.5,137
"2307","Belarus","Girls",12,151.9
"2308","Belarus","Girls",17.3,164.2
"2309","Belarus","Girls",14.6,161
"2310","Belarus","Girls",10.6,145
"2311","Belarus","Girls",16.2,166.7
"2312","Belarus","Girls",9.8,139.3
"2313","Belarus","Girls",7.2,126.1
"2314","Belarus","Girls",5.8,120.3
"2315","Belarus","Girls",17,170.9
"2316","Belarus","Girls",16.1,166.6
"2317","Belarus","Girls",9.4,141
"2318","Belarus","Girls",8.5,135.9
"2319","Belarus","Girls",18.9,166.9
"2320","Belarus","Girls",18.1,166
"2321","Belarus","Girls",7.2,123.9
"2322","Belarus","Girls",13.4,162.8
"2323","Belarus","Girls",17.1,165.6
"2324","Belarus","Girls",18.5,160.1
"2325","Belarus","Girls",10.2,142.9
"2326","Belarus","Girls",14.9,161.1
"2327","Belarus","Girls",16.1,171.4
"2328","Belarus","Girls",12.8,160
"2329","Belarus","Girls",14.1,156.3
"2330","Belarus","Girls",8.1,132.6
"2331","Belarus","Girls",6,122.6
"2332","Belarus","Girls",6,115.5
"2333","Belarus","Girls",9,134.8
"2334","Belarus","Girls",10,143.1
"2335","Belarus","Girls",15.5,170.9
"2336","Belarus","Girls",16.8,161.8
"2337","Belarus","Girls",5.3,117.9
"2338","Belarus","Girls",10.4,143.6
"2339","Belarus","Girls",17.6,167.7
"2340","Belarus","Girls",17.8,160.7
"2341","Belarus","Girls",14.3,158
"2342","Belarus","Girls",16.1,163.4
"2343","Belarus","Girls",19,166.4
"2344","Belarus","Girls",12.4,151
"2345","Belarus","Girls",6.6,124.7
"2346","Belarus","Girls",11.9,160.9
"2347","Belarus","Girls",10.1,142.8
"2348","Belarus","Girls",6.3,120.4
"2349","Belarus","Girls",11.3,153
"2350","Belarus","Girls",5.2,115.1
"2351","Belarus","Girls",5.3,119.8
"2352","Belarus","Girls",17,159.3
"2353","Belarus","Girls",15.7,165.3
"2354","Belarus","Girls",6.8,122.6
"2355","Belarus","Girls",15.2,158.3
"2356","Belarus","Girls",10.3,146.5
"2357","Belarus","Girls",18.3,171.1
"2358","Belarus","Girls",15.7,161.6
"2359","Belarus","Girls",18.8,168.6
"2360","Belarus","Girls",8.7,137.7
"2361","Belarus","Girls",11.3,153.9
"2362","Belarus","Girls",10.8,148.3
"2363","Belarus","Girls",18.8,162
"2364","Belarus","Girls",7.8,131.8
"2365","Belarus","Girls",16.3,161.8
"2366","Belarus","Girls",17.1,173.4
"2367","Belarus","Girls",7.5,125.8
"2368","Belarus","Girls",17.1,163.1
"2369","Belarus","Girls",13.7,153.1
"2370","Belarus","Girls",17.3,158.2
"2371","Belarus","Girls",13.4,159.4
"2372","Belarus","Girls",11.6,150
"2373","Belarus","Girls",16.1,165.5
"2374","Belarus","Girls",11.6,157.4
"2375","Belarus","Girls",8.2,132.5
"2376","Belarus","Girls",13.1,157
"2377","Belarus","Girls",14.9,168.9
"2378","Belarus","Girls",15.6,159.8
"2379","Belarus","Girls",9.2,139.2
"2380","Belarus","Girls",11.3,152.3
"2381","Belarus","Girls",17.2,166.9
"2382","Belarus","Girls",10.8,145
"2383","Belarus","Girls",8.5,134.2
"2384","Belarus","Girls",14.7,163
"2385","Belarus","Girls",8.3,140.7
"2386","Belarus","Girls",9.1,135.5
"2387","Belarus","Girls",5.2,114.8
"2388","Belarus","Girls",12.2,151.7
"2389","Belarus","Girls",8,131.6
"2390","Belarus","Girls",16.7,170.5
"2391","Belarus","Girls",5.2,117
"2392","Belarus","Girls",16.3,166.4
"2393","Belarus","Girls",11.6,155.1
"2394","Belarus","Girls",12.7,158.2
"2395","Belarus","Girls",5.5,114.1
"2396","Belarus","Girls",7.2,127.8
"2397","Belarus","Girls",18.6,166
"2398","Belarus","Girls",18.5,163.3
"2399","Belarus","Girls",17.4,163
"2400","Belarus","Girls",16.3,162.3
"2401","Belarus","Girls",10,140.7
"2402","Belarus","Girls",13.2,160
"2403","Belarus","Girls",13.1,169.1
"2404","Belarus","Girls",13.6,157.2
"2405","Belarus","Girls",11.1,150.7
"2406","Belarus","Girls",8.2,129.4
"2407","Belarus","Girls",8.4,131.3
"2408","Belarus","Girls",9.6,143.6
"2409","Belarus","Girls",16.2,163
"2410","Belarus","Girls",15.4,158.4
"2411","Belarus","Girls",5.5,117.5
"2412","Belarus","Girls",6.3,121.3
"2413","Belarus","Girls",10.7,147.2
"2414","Belarus","Girls",10.1,142.3
"2415","Belarus","Girls",18.8,172.8
"2416","Belarus","Girls",9.3,142.3
"2417","Belarus","Girls",8.3,130.9
"2418","Belarus","Girls",12.2,154.8
"2419","Belarus","Girls",10.4,145.4
"2420","Belarus","Girls",6.9,125.2
"2421","Belarus","Girls",8.5,132.4
"2422","Belarus","Girls",13,160.8
"2423","Belarus","Girls",11.5,153.1
"2424","Belarus","Girls",8.1,131.7
"2425","Belarus","Girls",8.7,135.8
"2426","Belarus","Girls",5.7,118.4
"2427","Belarus","Girls",12,151.3
"2428","Belarus","Girls",13.7,163.9
"2429","Belarus","Girls",18.9,167.4
"2430","Belarus","Girls",16.6,162.7
"2431","Belarus","Girls",16.6,160.6
"2432","Belarus","Girls",9,137.8
"2433","Belarus","Girls",13.9,162.9
"2434","Belarus","Girls",16.9,165.5
"2435","Belarus","Girls",6.1,122
"2436","Belarus","Girls",17.7,159
"2437","Belarus","Girls",10.3,144.5
"2438","Belarus","Girls",10.4,142
"2439","Belarus","Girls",13.1,160.9
"2440","Belarus","Girls",18.3,164.1
"2441","Belarus","Girls",8.6,136.5
"2442","Belarus","Girls",8.2,130.8
"2443","Belarus","Girls",5.4,115.8
"2444","Belarus","Girls",13.2,164.9
"2445","Belarus","Girls",5.7,116.2
"2446","Belarus","Girls",6.7,122.9
"2447","Belarus","Girls",6.3,120.4
"2448","Belarus","Girls",18.9,172.1
"2449","Belarus","Girls",15.3,162.6
"2450","Belarus","Girls",17.8,167.5
"2451","Belarus","Girls",14.3,158.1
"2452","Belarus","Girls",12.8,147.6
"2453","Belarus","Girls",7.2,123
"2454","Belarus","Girls",13,157.6
"2455","Belarus","Girls",13.6,156.4
"2456","Belarus","Girls",18,172.9
"2457","Belarus","Girls",8.9,133.3
"2458","Belarus","Girls",12.9,157.9
"2459","Belarus","Girls",17.9,164.6
"2460","Belarus","Girls",6.3,123.5
"2461","Belarus","Girls",16,158.2
"2462","Belarus","Girls",18.7,164.7
"2463","Belarus","Girls",5,111.5
"2464","Belarus","Girls",8.5,136.5
"2465","Belarus","Girls",14.8,153.6
"2466","Belarus","Girls",9.3,134.1
"2467","Belarus","Girls",14.9,162.9
"2468","Belarus","Girls",18.2,165.1
"2469","Belarus","Girls",5.2,114.6
"2470","Belarus","Girls",18.1,166.3
"2471","Belarus","Girls",15.5,162.6
"2472","Belarus","Girls",16.6,160.9
"2473","Belarus","Girls",8.6,137
"2474","Belarus","Girls",17,163.4
"2475","Belarus","Girls",15.4,159.4
"2476","Belarus","Girls",5.1,111.8
"2477","Belarus","Girls",11.2,146.5
"2478","Belarus","Girls",17.9,165.1
"2479","Belarus","Girls",17.3,164.9
"2480","Belarus","Girls",11.3,152.3
"2481","Belarus","Girls",15.1,154.2
"2482","Belarus","Girls",18.1,165
"2483","Belarus","Girls",11.6,157.2
"2484","Belarus","Girls",12.8,161.2
"2485","Belarus","Girls",15.7,166.8
"2486","Belarus","Girls",16.3,158.4
"2487","Belarus","Girls",5.2,117.2
"2488","Belarus","Girls",16.1,162.1
"2489","Belarus","Girls",14.1,159.6
"2490","Belarus","Girls",17,165.1
"2491","Belarus","Girls",8.1,132.2
"2492","Belarus","Girls",13.5,157.9
"2493","Belarus","Girls",14.9,161.2
"2494","Belarus","Girls",7.1,124.6
"2495","Belarus","Girls",11.1,142.6
"2496","Belarus","Girls",12.2,152.3
"2497","Belarus","Girls",13.6,162.1
"2498","Belarus","Girls",16.9,167.4
"2499","Belarus","Girls",17.6,163.8
"2500","Belarus","Girls",14,157.5
"2501","Belarus","Girls",8,130.5
"2502","Belarus","Girls",18.8,164.8
"2503","Belarus","Girls",12.3,157.8
"2504","Belarus","Girls",14.4,163.2
"2505","Belarus","Girls",13.1,166.4
"2506","Belarus","Girls",11.1,143.8
"2507","Belarus","Girls",6.2,120.8
"2508","Belarus","Girls",13.3,156.8
"2509","Belarus","Girls",13.5,161.3
"2510","Belarus","Girls",14.2,164
"2511","Belarus","Girls",6.9,125.1
"2512","Belarus","Girls",9.7,140.8
"2513","Belarus","Girls",14.7,157.2
"2514","Belarus","Girls",17.2,159.9
"2515","Belarus","Girls",18.9,160.5
"2516","Belarus","Girls",9.1,140.7
"2517","Belarus","Girls",6.4,123.3
"2518","Belarus","Girls",14.7,162
"2519","Belarus","Girls",6.6,123.9
"2520","Belarus","Girls",11,150.6
"2521","Belarus","Girls",9.2,135
"2522","Belarus","Girls",12.5,157.6
"2523","Belarus","Girls",10.8,151.4
"2524","Belarus","Girls",10.4,143.9
"2525","Belarus","Girls",17.1,166.7
"2526","Belarus","Girls",6.6,122.6
"2527","Belarus","Girls",7.9,127.2
"2528","Belarus","Girls",8.9,140.8
"2529","Belarus","Girls",5.5,115.1
"2530","Belarus","Girls",9.5,133.9
"2531","Belarus","Girls",9.7,137.8
"2532","Belarus","Girls",13.6,163.9
"2533","Belarus","Girls",9.9,145.9
"2534","Belarus","Girls",17.2,165.4
"2535","Belarus","Girls",13.5,163.7
"2536","Belarus","Girls",17,165.7
"2537","Belarus","Girls",5.4,115.6
"2538","Belarus","Girls",5.3,116.6
"2539","Belarus","Girls",13.1,157.3
"2540","Belarus","Girls",11.7,146.2
"2541","Belarus","Girls",17.1,165.7
"2542","Belarus","Girls",9.5,138.9
"2543","Belarus","Girls",14.7,161.5
"2544","Belarus","Girls",11.9,152.5
"2545","Belarus","Girls",18.1,171.4
"2546","Belarus","Girls",8.1,131.9
"2547","Belarus","Girls",13.3,155.4
"2548","Belarus","Girls",9.1,136.7
"2549","Belarus","Girls",11,144.9
"2550","Belarus","Girls",9,140.8
"2551","Belarus","Girls",11.8,153.8
"2552","Belarus","Girls",6,121.1
"2553","Belarus","Girls",8.7,137.1
"2554","Belarus","Girls",9.4,144.9
"2555","Belarus","Girls",10.2,142.3
"2556","Belarus","Girls",10.2,145.5
"2557","Belarus","Girls",8.6,133.1
"2558","Belarus","Girls",15.7,168.3
"2559","Belarus","Girls",14.3,160.8
"2560","Belarus","Girls",9.6,138.8
"2561","Belarus","Girls",9.3,137.2
"2562","Belarus","Girls",12.1,150.3
"2563","Belarus","Girls",9.2,142.6
"2564","Belarus","Girls",12.1,155.4
"2565","Belarus","Girls",15.6,168
"2566","Belarus","Girls",16.3,160
"2567","Belarus","Girls",9.2,141.9
"2568","Belarus","Girls",5.5,118.5
"2569","Belarus","Girls",6.3,120.4
"2570","Belarus","Girls",7.5,124.3
"2571","Belarus","Girls",18.2,167.2
"2572","Belarus","Girls",17.1,161.7
"2573","Belarus","Girls",5.4,116.1
"2574","Belarus","Girls",6,118.6
"2575","Belarus","Girls",15.6,166.6
"2576","Belarus","Girls",6,118.8
"2577","Belarus","Girls",12.4,154.1
"2578","Belarus","Girls",10.6,146.6
"2579","Belarus","Girls",17,160.2
"2580","Belarus","Girls",10.2,148.5
"2581","Belarus","Girls",8.9,136
"2582","Belarus","Girls",14.7,160.3
"2583","Belarus","Girls",15.5,164.9
"2584","Belarus","Girls",9,140.1
"2585","Belarus","Girls",16.3,161.4
"2586","Belarus","Girls",6.9,126.4
"2587","Belarus","Girls",15.4,161.6
"2588","Belarus","Girls",9.2,134.3
"2589","Belarus","Girls",16.1,161.7
"2590","Belarus","Girls",7.9,129.9
"2591","Belarus","Girls",6.3,122
"2592","Belarus","Girls",9,138
"2593","Belarus","Girls",5.2,111.5
"2594","Belarus","Girls",15.3,156.6
"2595","Belarus","Girls",14.6,160.1
"2596","Belarus","Girls",10.9,146.9
"2597","Belarus","Girls",5.5,116.3
"2598","Belarus","Girls",13.9,163.9
"2599","Belarus","Girls",6,120.8
"2600","Belarus","Girls",16.9,158.9
"2601","Belarus","Girls",7.8,128.3
"2602","Belarus","Girls",17.6,169.3
"2603","Belarus","Girls",12.1,156.5
"2604","Belarus","Girls",6.7,123.4
"2605","Belarus","Girls",15,159.3
"2606","Belarus","Girls",15.1,162.6
"2607","Belarus","Girls",16.5,161.8
"2608","Belarus","Girls",7.1,127.5
"2609","Belarus","Girls",15.9,167.2
"2610","Belarus","Girls",17.2,159
"2611","Belarus","Girls",5.6,115
"2612","Belarus","Girls",5.9,118.2
"2613","Belarus","Girls",8.4,132.1
"2614","Belarus","Girls",12.4,151.6
"2615","Belarus","Girls",8.9,133.6
"2616","Belarus","Girls",13.4,160.3
"2617","Belarus","Girls",6,119.1
"2618","Belarus","Girls",13.6,160.1
"2619","Belarus","Girls",15.1,157.7
"2620","Belarus","Girls",7.1,123.5
"2621","Belarus","Girls",7.6,128.4
"2622","Belarus","Girls",7.7,129.3
"2623","Belarus","Girls",17.8,160.4
"2624","Belarus","Girls",5.5,119.1
"2625","Belarus","Girls",6.8,127.5
"2626","Belarus","Girls",8.9,133.1
"2627","Belarus","Girls",9.1,141.1
"2628","Belarus","Girls",5,113.2
"2629","Belarus","Girls",14.6,156.3
"2630","Belarus","Girls",12.7,158.8
"2631","Belarus","Girls",9.3,138.6
"2632","Belarus","Girls",9.6,140.5
"2633","Belarus","Girls",12,153
"2634","Belarus","Girls",13.3,157.6
"2635","Belarus","Girls",14.8,160.3
"2636","Belarus","Girls",9.9,141.6
"2637","Belarus","Girls",15.7,165
"2638","Belarus","Girls",10.3,146.3
"2639","Belarus","Girls",17.6,161.5
"2640","Belarus","Girls",6.9,124.7
"2641","Belarus","Girls",6.5,122.8
"2642","Belarus","Girls",18.3,158.8
"2643","Belarus","Girls",13,162.8
"2644","Belarus","Girls",9.2,134.3
"2645","Belarus","Girls",12.4,158.9
"2646","Belarus","Girls",17.7,160.9
"2647","Belarus","Girls",14.4,164.8
"2648","Belarus","Girls",7.3,128.3
"2649","Belarus","Girls",18.7,165.9
"2650","Belarus","Girls",11.7,155.1
"2651","Belarus","Girls",5.8,122
"2652","Belarus","Girls",8.1,131.7
"2653","Belarus","Girls",11.1,152.1
"2654","Belarus","Girls",10.4,147.2
"2655","Belarus","Girls",18.3,170.9
"2656","Belarus","Girls",8,130.1
"2657","Belarus","Girls",9.9,141.5
"2658","Belarus","Girls",7.7,132.8
"2659","Belarus","Girls",15.6,165.7
"2660","Belarus","Girls",10.8,148
"2661","Belarus","Girls",12.4,157.6
"2662","Belarus","Girls",12,155
"2663","Belarus","Girls",16.1,167.9
"2664","Belarus","Girls",6.6,124.6
"2665","Belarus","Girls",15.2,162.7
"2666","Belarus","Girls",9.7,140.8
"2667","Belarus","Girls",8.9,135
"2668","Belarus","Girls",10.9,146
"2669","Belarus","Girls",12.2,156.5
"2670","Belarus","Girls",9.6,141.6
"2671","Belarus","Girls",14.1,161.7
"2672","Belarus","Girls",16.4,162.1
"2673","Belarus","Girls",9.4,140
"2674","Belarus","Girls",12.5,160.9
"2675","Belarus","Girls",6.1,120.5
"2676","Belarus","Girls",14.5,164.3
"2677","Belarus","Girls",15.5,162.6
"2678","Belarus","Girls",9.2,140.3
"2679","Belarus","Girls",12.1,156.1
"2680","Belarus","Girls",17.4,162.2
"2681","Belarus","Girls",16.6,164.4
"2682","Belarus","Girls",6.8,122.1
"2683","Belarus","Girls",18.8,162.9
"2684","Belarus","Girls",9,134.8
"2685","Belarus","Girls",9.8,141.5
"2686","Belarus","Girls",16.4,161.7
"2687","Belarus","Girls",6.1,122.4
"2688","Belarus","Girls",5.7,116.2
"2689","Belarus","Girls",16.1,157.4
"2690","Belarus","Girls",11.9,156.8
"2691","Belarus","Girls",18.4,160.5
"2692","Belarus","Girls",8.4,126
"2693","Belarus","Girls",7.9,127.9
"2694","Belarus","Girls",10.6,147.3
"2695","Belarus","Girls",11,143.9
"2696","Belarus","Girls",12.5,153
"2697","Belarus","Girls",12.3,153.3
"2698","Belarus","Girls",10.4,147.4
"2699","Belarus","Girls",13.4,163.8
"2700","Belarus","Girls",5.3,114.9
"2701","Belarus","Girls",14.5,158.5
"2702","Belarus","Girls",15,160.1
"2703","Belarus","Girls",15.6,167.7
"2704","Belarus","Girls",6.8,120.2
"2705","Belarus","Girls",14.1,156.3
"2706","Belarus","Girls",18.7,160.9
